neighborhood,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
 ,9051.55,7158.23,9274.43,11443.49,12883.8,15117.27,14367.46,14787.66,15009.54,16063.65,16426.95,17512.68,17918.45,18821.38,18767.58,18971.66,22551.75,21716.39,22680.16,32208.77
אזור תעשיה,,10417.89,8956.96,10333.33,13142.86,256.93,12135.08,12205.37,15702.16,15825.0,15867.44,17678.41,18135.55,18138.48,17317.56,17579.65,19138.96,18244.89,27155.23,25122.21
נווה מונוסון,8276.23,9853.91,12421.15,11672.34,15074.48,14935.02,14609.38,18152.04,17117.24,18556.59,18914.07,20284.64,19930.93,20175.68,21027.52,22305.37,23439.64,24532.48,28129.57,19073.24
נווה עובד,,,,,13922.65,6862.66,1299.6,,23722.22,11552.35,8002.5,14551.28,7715.69,11077.4,,11392.23,20773.92,13936.2,,
קרית ביאליסטוק,9119.08,8112.94,8963.3,8375.22,13263.54,,16363.13,13664.86,17137.71,15639.42,17889.97,15383.8,19018.73,23489.61,20849.44,15280.84,22084.5,25827.86,24348.19,26815.64
קרית הסביונים,8873.0,10506.66,11577.5,13963.23,15421.15,18543.97,17367.41,17820.52,18769.64,18600.33,20605.16,20846.8,21685.02,22248.92,21114.26,22716.01,25657.77,25728.05,26614.98,30372.62
רסקו,6960.18,7812.42,8347.88,9873.13,12303.73,16846.84,13220.36,15708.48,15416.85,16132.62,16980.62,17251.97,16955.75,19424.86,18274.66,24049.16,20666.83,18427.97,33093.63,28378.72
