neighborhood,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
ההסתדרות,6984.11,7430.6,8645.78,8231.03,11843.67,13608.57,12866.53,13035.63,14070.21,14280.36,16119.55,17757.42,16663.14,18521.02,20033.06,20731.73,17787.09,21754.78,27318.51,27991.71,25923.03,26888.67,27854.32,28819.97,29785.62
נווה סביון,,,11419.54,13571.81,14861.38,15984.27,15385.07,15680.57,16859.28,17867.1,18983.09,19215.17,19686.13,21446.97,21074.11,21918.66,23482.36,24850.18,26958.92,27911.9,27312.89,28157.78,29002.67,29847.55,30692.44
נווה רבין,,,,,,,13413.82,13764.61,15195.01,15851.28,17023.06,18544.09,19002.21,19048.57,20291.3,20680.01,24491.43,25667.59,25792.25,26471.17,27577.71,28633.44,29689.17,30744.9,31800.62
עמידר,7643.04,7264.15,7635.47,8416.16,16293.13,16863.41,16962.98,16371.74,12903.23,17619.13,22499.27,19947.1,21950.6,21435.68,23448.75,14491.3,24662.26,22418.12,32564.99,40454.55,31311.74,32523.12,33734.5,34945.88,36157.26
קרית גיורא,7285.44,6792.7,7266.45,10186.78,13407.71,12055.54,13394.49,13405.76,14566.2,14104.0,14754.74,17997.94,18141.6,19021.2,19426.42,20332.1,19236.81,20062.0,22631.61,34926.72,26375.19,27368.08,28360.97,29353.87,30346.76
שיכון ממשלתי,2241.72,6128.94,8237.76,9286.62,9585.72,10902.81,12149.9,14150.69,14056.05,16421.34,12783.39,13731.8,16705.84,13790.25,18855.44,18293.93,20690.46,21479.09,19626.29,25636.93,23773.37,24681.52,25589.68,26497.83,27405.99
שפרינצק,6389.93,6969.96,8827.3,9366.94,12508.38,11931.64,14692.95,13376.76,13860.97,14813.03,16827.44,18269.91,19407.81,19717.17,18403.57,18754.22,22754.2,23346.95,26687.99,32188.23,27702.56,28773.78,29845.0,30916.22,31987.44
