neighborhood,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
כוכב יאיר,14236.15,15441.39,15422.46,16208.07,15795.6,15340.48,16251.44,17360.19,22811.09,16845.29,18667.92,28456.38
צור יגאל,18923.07,15842.45,19257.76,20764.54,20189.48,19511.92,20479.02,21758.07,27597.55,30699.85,32035.08,26551.17
