neighborhood,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
אחוזת ברכפלד,12299.46,14298.67,14327.54,15117.07,15207.99,15374.79,16231.81,17335.55,19600.26,19812.79,19615.69,21209.94
מתיתיהו מזרח,12649.88,13513.8,13109.75,13813.19,14856.75,15640.51,14541.09,16229.48,20107.2,19718.34,18013.75,20598.07
נאות הפיסגה,12566.89,11950.69,14072.42,15336.49,14162.46,13604.08,16610.0,16478.7,19172.44,20810.85,19688.03,25048.21
קרית ספר,14773.62,14773.62,14773.62,14555.48,13880.63,14935.31,15348.8,16126.22,18765.42,18073.7,20861.51,22723.83
