neighborhood,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
אפק,8135.09,8918.48,9702.66,8876.13,9121.02,10391.9,10099.31,10440.43,11019.59,12853.9,15614.37,14806.48
גבעת הרקפות,12551.19,12952.91,13558.93,13730.71,13339.52,13404.88,13331.91,13879.77,16631.29,17069.68,17665.66,18753.1
דרום,11259.77,12062.13,13319.72,12261.41,12489.53,11444.19,12606.0,13153.4,14216.56,16361.16,17703.02,17158.0
מרכז העיר,14746.22,14746.22,14746.22,14746.22,14746.22,14746.22,14746.22,14746.22,14746.22,16154.22,16831.53,18995.19
פרפר,12658.93,13575.51,13633.45,13354.06,11690.15,11184.85,12646.67,12457.68,15027.38,15612.05,15685.12,12653.99
צור שלום,10318.76,10318.76,10318.76,10318.76,10217.41,10099.16,10487.91,11016.0,11154.94,14135.39,15247.58,16840.2
